open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2024-12-31 19:00:00,93576.0,95151.15,92888.0,94591.79,10373.32613,1735775999999.0,975444194.1379983,1516556.0,5347.73648,502914035.6405907,0.0
2025-01-01 19:00:00,94591.78,97839.5,94392.0,96984.79,21970.48948,1735862399999.0,2118411852.6812794,3569079.0,10915.96986,1052226710.3336717,0.0
2025-01-02 19:00:00,96984.79,98976.91,96100.01,98174.18,15253.82936,1735948799999.0,1486610768.5907917,2851164.0,7468.60797,727787246.8965588,0.0
2025-01-03 19:00:00,98174.17,98778.43,97514.79,98220.5,8990.05651,1736035199999.0,881223751.6353602,1559982.0,4350.80221,426524714.1305539,0.0
2025-01-04 19:00:00,98220.51,98836.85,97276.79,98363.61,8095.63723,1736121599999.0,793931715.9546324,1685799.0,3877.90985,380355340.4686036,0.0
2025-01-05 19:00:00,98363.61,102480.0,97920.0,102235.6,25263.43375,1736207999999.0,2540561688.7771435,3853702.0,12539.59534,1260943259.4662561,0.0
2025-01-06 19:00:00,102235.6,102724.38,96181.81,96954.61,32059.87537,1736294399999.0,3170421659.717236,4480562.0,14815.11453,1464336049.7055345,0.0
2025-01-07 19:00:00,96954.6,97268.65,92500.9,95060.61,33704.67894,1736380799999.0,3205849081.112962,5171208.0,15803.85091,1503791328.6993084,0.0
2025-01-08 19:00:00,95060.61,95382.32,91203.67,92552.49,34544.83685,1736467199999.0,3217669887.245398,6027161.0,15323.62663,1427812152.272761,0.0
2025-01-09 19:00:00,92552.49,95836.0,92206.02,94726.11,31482.86424,1736553599999.0,2962085343.283704,5531444.0,15617.43823,1469711545.6571271,0.0
2025-01-10 19:00:00,94726.1,95050.94,93831.73,94599.99,7047.9043,1736639999999.0,665685994.93301,1496191.0,3412.37671,322346977.4354553,0.0
2025-01-11 19:00:00,94599.99,95450.1,93711.19,94545.06,8606.86622,1736726399999.0,813278829.6583949,1658863.0,4028.33031,380691769.9184427,0.0
2025-01-12 19:00:00,94545.07,95940.0,89256.69,94536.1,42619.56423,1736812799999.0,3930666134.3474574,5740963.0,19473.88042,1797888178.849608,0.0
2025-01-13 19:00:00,94536.11,97371.0,94346.22,96560.86,27846.61753,1736899199999.0,2676048470.3569503,4532923.0,14248.69616,1369464111.693496,0.0
2025-01-14 19:00:00,96560.85,100681.94,96500.0,100497.35,30509.99179,1736985599999.0,3006242382.8867946,3487945.0,15494.17873,1527728226.3083327,0.0
2025-01-15 19:00:00,100497.35,100866.66,97335.13,99987.3,27832.85317,1737071999999.0,2765162040.639799,3762755.0,13513.53707,1342462621.6273284,0.0
2025-01-16 19:00:00,99987.3,105865.22,99950.77,104077.48,39171.85292,1737158399999.0,4040993985.4750466,3886907.0,20673.213,2131223293.2048461,0.0
2025-01-17 19:00:00,104077.47,104988.88,102277.55,104556.23,24307.82998,1737244799999.0,2521522119.379525,3403162.0,11607.51274,1204170928.374812,0.0
2025-01-18 19:00:00,104556.23,106422.43,99651.6,101331.57,43397.28298,1737331199999.0,4513423971.410253,5271920.0,21079.51082,2193270771.0019445,0.0
2025-01-19 19:00:00,101331.57,109588.0,99550.0,102260.01,89529.231732,1737417599999.0,9398787064.320715,11597937.0,44770.529492,4704453254.515383,0.0
2025-01-20 19:00:00,102260.0,107240.81,100119.04,106143.82,45941.02002,1737503999999.0,4768512258.156502,6842980.0,23227.02741,2411854258.5127187,0.0
2025-01-21 19:00:00,106143.82,106394.46,103339.12,103706.66,22248.69254,1737590399999.0,2331144640.658579,4364035.0,10501.59306,1100173331.9876585,0.0
2025-01-22 19:00:00,103706.66,106850.0,101262.28,103910.34,53953.12031,1737676799999.0,5610760848.131639,6961383.0,27045.92646,2813824950.5718837,0.0
2025-01-23 19:00:00,103910.35,107120.0,102750.0,104870.5,23609.24017,1737763199999.0,2483818574.373748,4798886.0,11893.4605,1251601023.3484685,0.0
2025-01-24 19:00:00,104870.51,105286.52,104106.09,104746.85,9068.32377,1737849599999.0,949511531.3578017,1770765.0,4462.60438,467284996.3760966,0.0
2025-01-25 19:00:00,104746.86,105500.0,102520.44,102620.0,9812.51238,1737935999999.0,1024352365.4715523,1813011.0,4642.17247,484871090.3361497,0.0
2025-01-26 19:00:00,102620.01,103260.0,97777.77,102082.83,50758.1341,1738022399999.0,5092886322.829244,9368910.0,23529.22433,2361569760.8418937,0.0
2025-01-27 19:00:00,102082.83,103800.0,100272.68,101335.52,22022.05765,1738108799999.0,2253977324.036209,5428644.0,10756.64741,1101357650.2919877,0.0
2025-01-28 19:00:00,101335.52,104782.68,101328.01,103733.24,23155.35802,1738195199999.0,2380383694.772136,5189699.0,11675.17182,1200636637.8143668,0.0
2025-01-29 19:00:00,103733.25,106457.44,103278.54,104722.94,19374.07472,1738281599999.0,2038112603.5126412,3990075.0,10140.92834,1066933244.9920207,0.0
2025-01-30 19:00:00,104722.94,106012.0,101560.0,102429.56,21983.18193,1738367999999.0,2282174002.1952176,4331904.0,10697.39968,1111485874.1292844,0.0
2025-01-31 19:00:00,102429.56,102783.71,100279.51,100635.65,12290.95747,1738454399999.0,1250354228.2372296,2588786.0,5625.89331,572540016.1490111,0.0
2025-02-01 19:00:00,100635.66,101456.6,96150.0,97700.59,34619.49939,1738540799999.0,3412084312.5836277,7202339.0,15587.16669,1536076091.3030133,0.0
2025-02-02 19:00:00,97700.59,102500.01,91231.0,101328.52,75164.7385,1738627199999.0,7228589180.711621,10625262.0,36736.56946,3537845694.481266,0.0
2025-02-03 19:00:00,101328.51,101732.31,96150.0,97763.13,40267.98697,1738713599999.0,3989698644.2649307,6618911.0,19091.58154,1891457194.359833,0.0
2025-02-04 19:00:00,97763.14,99149.0,96155.0,96612.43,26233.30444,1738799999999.0,2562342153.829685,4471763.0,11032.55174,1078316288.1425588,0.0
